rowname	logFC	AveExpr	t	P.Value	adj.P.Val	z.std	Gene name	KEGG ID	KEGGFUN	KEGGPATH	COG ID	COGFUN	COGPATH	PFAM	superkingdom	phylum	class	order	family	genus	species	direction
365	PlaceSamplesHere_320973_39-587	2.24467484622037	4.05411759639017	2.93361187559435	0.0135030938045199	0.106396980224108	2.47021746426503	ATPF1D, atpH	K02113	F-type H+-transporting ATPase subunit delta	Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Photosynthesis | Brite Hierarchies; Protein families: metabolism; Photosynthesis proteins	COG0712	F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)	Energy production and conversion	PF00213 [ATP synthase delta (OSCP) subunit]	Bacteria	Mycoplasmatota	Unclassified Mycoplasmatota	Unclassified Mycoplasmatota	Unclassified Mycoplasmatota	Unclassified Mycoplasmatota	Unclassified Mycoplasmatota	ns
366	PlaceSamplesHere_445037_2-2587	-0.672556683631977	7.57166897278212	-2.96525137006493	0.0136204888149846	0.10702875910354	-2.46711951458838		K08300;K08301			COG1530	Ribonucleases G and E	Translation, ribosomal structure and biogenesis	PF10150 [Ribonuclease E/G family]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
367	PlaceSamplesHere_417841_3955-5643	-1.35991641326788	6.31208303373026	-2.71650585063822	0.0136925201540353	0.107301602079034	-2.46523032871976	lctP	K03303	lactate permease	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG1620	L-lactate permease	Energy production and conversion	PF02652 [L-lactate permease]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
368	PlaceSamplesHere_203631_10760-11779	-1.40384913307729	6.1978541417934	-2.72212440555357	0.013833090568386	0.108108609985538	-2.46156869159755	proX	K02002	glycine betaine/proline transport system substrate-binding protein	Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG2113	ABC-type proline/glycine betaine transport systems, periplasmic components	Amino acid transport and metabolism	PF04069 [Substrate binding domain of ABC-type glycine betaine transport system]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
369	PlaceSamplesHere_596287_8232-8921	-0.803302988688599	5.92553182416956	-3.01367784189228	0.013941422859126	0.108588207439736	-2.45876915679559	clpP, CLPP	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	Cellular Processes; Cell growth and death; Cell cycle - Caulobacter | Organismal Systems; Aging; Longevity regulating pathway - worm | Brite Hierarchies; Protein families: metabolism; Peptidases	COG0740	Protease subunit of ATP-dependent Clp proteases	Posttranslational modification, protein turnover, chaperones	PF00574 [Clp protease]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
370	PlaceSamplesHere_436782_62-880	-1.58924047593164	4.93101830972829	-2.74019545442129	0.0140212454078796	0.108588207439736	-2.45671863611536					ENOG4111V0U		Function unknown		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
371	PlaceSamplesHere_468479_25-303	1.93364354559583	5.4222283392158	2.92747851272333	0.0140226313785456	0.108588207439736	2.45668312372374									Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
372	PlaceSamplesHere_473081_171-470	1.31877490759863	4.62664050951159	3.00995989164447	0.0140685183509974	0.108588207439736	2.45550911856564	RP-L21, MRPL21, rplU	K02888	large subunit ribosomal protein L21	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0261	Ribosomal protein L21	Translation, ribosomal structure and biogenesis	PF00829 [Ribosomal prokaryotic L21 protein]	Bacteria	Mycoplasmatota	Unclassified Mycoplasmatota	Unclassified Mycoplasmatota	Unclassified Mycoplasmatota	Unclassified Mycoplasmatota	Unclassified Mycoplasmatota	ns
373	PlaceSamplesHere_76097_1572-2165	1.1390703546944	7.95007881210941	2.98580800554784	0.0140832410900631	0.108588207439736	2.45513315755521					COG0666	FOG: Ankyrin repeat	General function prediction only		Bacteria	Bacteroidota	Flavobacteriia	Unclassified Flavobacteriia	Unclassified Flavobacteriia	Unclassified Flavobacteriia	Unclassified Flavobacteriia	ns
374	PlaceSamplesHere_213714_5479-6372	-1.28740418535084	5.88065992644527	-2.69664552604481	0.0142923161448096	0.109615456128	-2.4498312957786	hisN	K05602	histidinol-phosphatase [EC:3.1.3.15]	Metabolism; Amino acid metabolism; Histidine metabolism	COG0483	Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family	Carbohydrate transport and metabolism	PF00459 [Inositol monophosphatase family]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
375	PlaceSamplesHere_521779_2-829	3.06496559993544	4.54354469076422	2.90840362677692	0.0143170097162984	0.109615456128	2.44920962574329	fliC	K02406	flagellin	Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cell motility; Flagellar assembly | Organismal Systems; Immune system; NOD-like receptor signaling pathway | Organismal Systems; Environmental adaptation; Plant-pathogen interaction | Human Diseases; Infectious diseases: Bacterial; Salmonella infection | Human Diseases; Infectious diseases: Bacterial; Legionellosis | Brite Hierarchies; Protein families: signaling and cellular processes; Bacterial motility proteins	COG1344	Flagellin and related hook-associated proteins	Cell motility and secretion	PF00669 [Bacterial flagellin N-terminal helical region];PF00700 [Bacterial flagellin C-terminal helical region]	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Unclassified Spirochaetaceae	Unclassified Spirochaetaceae	ns
376	PlaceSamplesHere_76097_2355-3263	0.891372440497557	9.2093256049273	2.94536224109042	0.0143308106759832	0.109615456128	2.44886259325821					COG0666	FOG: Ankyrin repeat	General function prediction only		Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Unclassified Flavobacteriaceae	Unclassified Flavobacteriaceae	ns
377	PlaceSamplesHere_495518_2307-3347	2.30038528435601	4.41535859831475	2.92176642030086	0.014588562796245	0.111290998944299	2.44243484249763	glpA, glpD	K00111	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	Metabolism; Lipid metabolism; Glycerophospholipid metabolism	COG0579	Predicted dehydrogenase	General function prediction only	PF01266 [FAD dependent oxidoreductase]	Bacteria	Mycoplasmatota	Unclassified Mycoplasmatota	Unclassified Mycoplasmatota	Unclassified Mycoplasmatota	Unclassified Mycoplasmatota	Unclassified Mycoplasmatota	ns
378	PlaceSamplesHere_593185_12120-13490	-1.31781581398575	6.22325756238629	-2.6849613653532	0.0146567871802474	0.111515661191512	-2.44075024846645	engA, der	K03977	GTPase	Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis	COG1160	Predicted GTPases	General function prediction only	PF00009 [Elongation factor Tu GTP binding domain];PF00350 [Dynamin family];PF01926 [50S ribosome-binding GTPase];PF02421 [Ferrous iron transport protein B];PF03193 [RsgA GTPase];PF04548 [AIG1 family];PF14714 [KH-domain-like of EngA bacterial GTPase enzymes, C-terminal]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
379	PlaceSamplesHere_445040_581-2227	-1.01661477341383	6.73248760545675	-2.70812781367353	0.0147649070716375	0.112041880575275	-2.43809465995721	iolT	K06609	MFS transporter, SP family, major inositol transporter	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	ENOG410XNQK	Transporter	Carbohydrate transport and metabolism	PF00083 [Sugar (and other) transporter];PF07690 [Major Facilitator Superfamily]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
380	PlaceSamplesHere_205324_17996-19066	-1.47286214288555	6.02638420114899	-2.82942175064411	0.0148941044078897	0.112724853360765	-2.43494376055567	glk	K00845	glucokinase [EC:2.7.1.2]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Galactose metabolism | Metabolism; Carbohydrate metabolism; Starch and sucrose metabolism | Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Metabolism; Biosynthesis of other secondary metabolites; Streptomycin biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Neomycin, kanamycin and gentamicin biosynthesis	COG1940	Transcriptional regulator/sugar kinase	Carbohydrate transport and metabolism|Transcription	PF00480 [ROK family]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
381	PlaceSamplesHere_442295_26227-26931	-1.48352266987595	5.56575423112973	-2.69949341174208	0.0149734025367009	0.11280086487961	-2.43302172301705									Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
382	PlaceSamplesHere_219265_3306-4409	-1.03312661827529	6.538139978505	-2.68902189375305	0.0149825905368606	0.11280086487961	-2.43279960323567	IMPDH, guaB	K00088	IMP dehydrogenase [EC:1.1.1.205]	Metabolism; Nucleotide metabolism; Purine metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Drug metabolism - other enzymes | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome	COG0516	IMP dehydrogenase/GMP reductase	Nucleotide transport and metabolism	PF00478 [IMP dehydrogenase / GMP reductase domain];PF01070 [FMN-dependent dehydrogenase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
383	PlaceSamplesHere_445040_12309-12953	-1.20674023285148	5.53527802051575	-2.67254461670592	0.0150537930703197	0.11300623311695	-2.4310823392579	iolB	K03337	5-deoxy-glucuronate isomerase [EC:5.3.1.30]	Metabolism; Carbohydrate metabolism; Inositol phosphate metabolism	COG3718	Uncharacterized enzyme involved in inositol metabolism	Carbohydrate transport and metabolism	PF04962 [KduI/IolB family]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
384	PlaceSamplesHere_245867_13096-13569	-1.09830488685586	4.81174706757181	-2.96402592902276	0.0151440050711612	0.11300623311695	-2.42891684940737	rpiB	K01808	ribose 5-phosphate isomerase B [EC:5.3.1.6]	Metabolism; Carbohydrate metabolism; Pentose phosphate pathway | Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism | Metabolism; Energy metabolism; Carbon fixation in photosynthetic organisms	COG0698	Ribose 5-phosphate isomerase RpiB	Carbohydrate transport and metabolism	PF02502 [Ribose/Galactose Isomerase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
385	PlaceSamplesHere_593127_18759-20657	-0.912132329022148	6.16692076355581	-2.69251291278645	0.0151540365422378	0.11300623311695	-2.42867675179735	prkC, stkP	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	Brite Hierarchies; Protein families: metabolism; Protein kinases	COG0515	Serine/threonine protein kinase	DNA replication, recombination and repair|Transcription|Signal transduction mechanisms|General function prediction only	PF00069 [Protein kinase domain];PF03793 [PASTA domain];PF07714 [Protein tyrosine kinase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
386	PlaceSamplesHere_137686_1427-1960	3.12850397024082	3.79289462863887	2.82490592132547	0.0151670396325253	0.11300623311695	2.42836573836706	ATPF1D, atpH	K02113	F-type H+-transporting ATPase subunit delta	Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Photosynthesis | Brite Hierarchies; Protein families: metabolism; Photosynthesis proteins	COG0712	F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)	Energy production and conversion	PF00213 [ATP synthase delta (OSCP) subunit]	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Unclassified Oceanospirillaceae	Unclassified Oceanospirillaceae	ns
387	PlaceSamplesHere_216502_40734-41408	-1.1827451907187	5.78371185410009	-2.95516886430929	0.0154479711247844	0.114801976627597	-2.42170297908008					ENOG410ZVA6	Molybdopterin-guanine dinucleotide biosynthesis protein	Coenzyme transport and metabolism	PF12804 [MobA-like NTP transferase domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	ns
388	PlaceSamplesHere_203631_11931-12827	-1.62916265059285	5.65955858810552	-2.65713182025029	0.0155608192017809	0.115060545874546	-2.41905658955167	ribF	K11753	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	Metabolism; Metabolism of cofactors and vitamins; Riboflavin metabolism	COG0196	FAD synthase	Coenzyme metabolism	PF01687 [Riboflavin kinase];PF06574 [FAD synthetase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
389	PlaceSamplesHere_389120_9983-10795	-1.01918958971819	6.06077244375927	-2.67511590479715	0.0155627789795544	0.115060545874546	-2.41901078037556	tsf, TSFM	K02357	elongation factor Ts	Brite Hierarchies; Protein families: genetic information processing; Translation factors | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG0264	Translation elongation factor Ts	Translation, ribosomal structure and biogenesis	PF00889 [Elongation factor TS]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
390	PlaceSamplesHere_593128_2234-3838	-0.932301419650728	5.85092237103688	-2.65452768240562	0.0156480720039552	0.115394500213783	-2.41702198411565	cydC	K16012	ATP-binding cassette, subfamily C, bacterial CydC	Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG4987	ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components	Posttranslational modification, protein turnover, chaperones|Energy production and conversion	PF00005 [ABC transporter]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	ns
391	PlaceSamplesHere_414848_3-986	0.994372907358657	13.4030098944722	2.65217011872446	0.0157274636647335	0.115666312316019	2.41517934299836									Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified Gammaproteobacteria	Unclassified Gammaproteobacteria	Unclassified Gammaproteobacteria	Unclassified Gammaproteobacteria	ns
392	PlaceSamplesHere_155590_3296-6049	-0.548562465932873	7.56841833282589	-2.92081618466231	0.0157858550419956	0.115666312316019	-2.41382932284191	aceE	K00163	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism	COG2609	Pyruvate dehydrogenase complex, dehydrogenase (E1) component	Energy production and conversion	PF17831 []	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
393	PlaceSamplesHere_267625_21184-22530	-1.38965011577255	5.71923237351041	-2.85120626626956	0.0158361192109285	0.115666312316019	-2.41267071851877	LYSN	K05825	2-aminoadipate transaminase [EC:2.6.1.-]	Metabolism; Amino acid metabolism; Lysine biosynthesis	COG1167	Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs	Amino acid transport and metabolism|Transcription	PF00155 [Aminotransferase class I and II];PF12897 [Alanine-glyoxylate amino-transferase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
394	PlaceSamplesHere_561304_1-831	1.89455364277665	3.90757428114817	2.83443607517924	0.0158458021740304	0.115666312316019	2.41244789490098	GAPDH, gapA	K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Energy metabolism; Carbon fixation in photosynthetic organisms | Environmental Information Processing; Signal transduction; HIF-1 signaling pathway | Human Diseases; Neurodegenerative diseases; Alzheimer disease | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome	COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	Carbohydrate transport and metabolism	PF00044 [Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain];PF02800 [Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain]	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Unclassified Mycoplasmatales	Unclassified Mycoplasmatales	Unclassified Mycoplasmatales	ns
395	PlaceSamplesHere_429151_3964-4371	-1.16694771154578	5.42265115764221	-2.83885318243449	0.0159709605187314	0.11628476570094	-2.40957848494968	RP-S11, MRPS11, rpsK	K02948	small subunit ribosomal protein S11	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0100	Ribosomal protein S11	Translation, ribosomal structure and biogenesis	PF00411 [Ribosomal protein S11]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
396	PlaceSamplesHere_533714_3-752	-1.22137447541056	5.30707958866315	-2.82657940893337	0.01609923167412	0.116922702764569	-2.40665815177497	nuoD	K00333	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	Metabolism; Energy metabolism; Oxidative phosphorylation	COG0649	NADH:ubiquinone oxidoreductase 49 kD subunit 7	Energy production and conversion		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
397	PlaceSamplesHere_3012_27707-29533	-1.76948506276438	5.60428324889524	-2.80306692685173	0.016157901193504	0.11705320864614	-2.40532924200125	murJ, mviN	K03980	putative peptidoglycan lipid II flippase	Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0728	Uncharacterized membrane protein, putative virulence factor	General function prediction only	PF03023 [MviN-like protein]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
398	PlaceSamplesHere_488496_249-1622	2.43529417191025	3.77747617016981	2.77943848831389	0.0164985163211148	0.119220434521423	2.3976967831155	secY	K03076	preprotein translocase subunit SecY	Genetic Information Processing; Folding, sorting and degradation; Protein export | Environmental Information Processing; Membrane transport; Bacterial secretion system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system	COG0201	Preprotein translocase subunit SecY		PF00344 [SecY translocase]	Bacteria	Mycoplasmatota	Mollicutes	Unclassified Mollicutes	Unclassified Mollicutes	Unclassified Mollicutes	Unclassified Mollicutes	ns
399	PlaceSamplesHere_76097_476-1096	1.31597230468317	8.08882216535567	2.85162353266664	0.0165679783360986	0.11942232003664	2.39615730221015					ENOG4111IWV	protein Hydra magnipapillata	Function unknown	PF13359 [DDE superfamily endonuclease]	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Unclassified Flavobacteriaceae	Unclassified Flavobacteriaceae	ns
400	PlaceSamplesHere_213588_13923-16457	-0.878753160965427	7.07322701829504	-2.61744881931005	0.016941889291873	0.121298399070385	-2.38796642875733	gyrA	K02469	DNA gyrase subunit A [EC:5.99.1.3]	Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0188	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit	DNA replication, recombination and repair	PF00521 [DNA gyrase/topoisomerase IV, subunit A];PF03989 [DNA gyrase C-terminal domain, beta-propeller]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	ns
401	PlaceSamplesHere_200349_24174-25028	-1.26396416341124	5.91005003794679	-2.61725361236951	0.0169489616702269	0.121298399070385	-2.38781303673835	hisG	K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	Metabolism; Amino acid metabolism; Histidine metabolism	COG0040	ATP phosphoribosyltransferase	Amino acid transport and metabolism	PF01634 [ATP phosphoribosyltransferase];PF08029 [HisG, C-terminal domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
402	PlaceSamplesHere_170545_9257-10354	-1.29444115082374	5.55952714066997	-2.62479206300299	0.0169547831802137	0.121298399070385	-2.38768681680578	ddl	K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	Metabolism; Metabolism of other amino acids; D-Alanine metabolism | Metabolism; Glycan biosynthesis and metabolism; Peptidoglycan biosynthesis | Human Diseases; Drug resistance: Antimicrobial; Vancomycin resistance | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins	COG1181	D-alanine-D-alanine ligase and related ATP-grasp enzymes	Cell envelope biogenesis, outer membrane	PF01820 [D-ala D-ala ligase N-terminus];PF07478 [D-ala D-ala ligase C-terminus]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
403	PlaceSamplesHere_40329_5517-7430	-1.03145647845781	6.84534048866341	-2.6069632298746	0.0173257673493919	0.123286734461198	-2.37972063891503		K05341	amylosucrase [EC:2.4.1.4]	Metabolism; Carbohydrate metabolism; Starch and sucrose metabolism	COG0366	Glycosidases	Carbohydrate transport and metabolism	PF00128 [Alpha amylase, catalytic domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
404	PlaceSamplesHere_260048_20463-22550	-1.11764038037395	7.04421244266667	-2.64754765706805	0.0173439014303906	0.123286734461198	-2.37933509278379	pabAB	K13950	para-aminobenzoate synthetase [EC:2.6.1.85]	Metabolism; Metabolism of cofactors and vitamins; Folate biosynthesis	COG0147;COG0512			PF00117 [Glutamine amidotransferase class-I];PF00425 [chorismate binding enzyme];PF04715 [Anthranilate synthase component I, N terminal region]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	ns
405	PlaceSamplesHere_574332_183-563	1.2393167668105	7.46495416738194	2.60564387969904	0.0173746479484937	0.123286734461198	2.37868220249894									Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
406	PlaceSamplesHere_6657_3-1040	3.24527054094805	4.23620843707279	2.62082232373669	0.0174387908457923	0.123286734461198	2.37732340821388					ENOG410XQWX		Function unknown	PF07495 [Y_Y_Y domain]	Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
407	PlaceSamplesHere_609353_6584-9436	-0.800224848544442	7.79683156989423	-2.82899484966248	0.0174470783762431	0.123286734461198	-2.3771481661272	A, nrdA, nrdE	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	Metabolism; Nucleotide metabolism; Purine metabolism | Metabolism; Nucleotide metabolism; Pyrimidine metabolism | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0209	Ribonucleotide reductase, alpha subunit	Nucleotide transport and metabolism	PF02867 [Ribonucleotide reductase, barrel domain];PF08471 [Class II vitamin B12-dependent ribonucleotide reductase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
408	PlaceSamplesHere_213588_19385-20035	-1.10340835887651	5.66905711711721	-2.62973536216406	0.0174899122601422	0.123286734461198	-2.37624359375396	tdk, TK	K00857	thymidine kinase [EC:2.7.1.21]	Metabolism; Nucleotide metabolism; Pyrimidine metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Drug metabolism - other enzymes	COG1435	Thymidine kinase	Nucleotide transport and metabolism	PF00265 [Thymidine kinase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
409	PlaceSamplesHere_37898_28910-29491	-1.24194035949885	5.17484999404715	-2.75287443556573	0.0175662517891406	0.123419719102309	-2.3746362485748	pncA	K08281	nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]	Metabolism; Metabolism of cofactors and vitamins; Nicotinate and nicotinamide metabolism	COG1335	Amidases related to nicotinamidase	Secondary metabolites biosynthesis, transport and catabolism	PF00857 [Isochorismatase family]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
410	PlaceSamplesHere_592001_761-1426	-1.27756370053951	5.47347624818828	-2.78129489679172	0.0175946052962263	0.123419719102309	-2.37404081862491	maf	K06287	septum formation protein	Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Cell growth	COG0424	Nucleotide-binding protein implicated in inhibition of septum formation	Cell division and chromosome partitioning	PF02545 [Maf-like protein]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
411	PlaceSamplesHere_245625_761-1891	1.00384085790567	7.90247575343647	2.80484378729119	0.0177110189409495	0.12393404008314	2.37160488810623									Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Unclassified Flavobacteriales	Unclassified Flavobacteriales	Unclassified Flavobacteriales	ns
412	PlaceSamplesHere_5839_37-918	4.04708019492336	6.24567564430034	2.61169577368735	0.0178001773788815	0.124255607139959	2.36974873768951	ompU	K08720	outer membrane protein OmpU	Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Vibrio cholerae | Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	ENOG4111N13	Outer membrane porin	Cell wall/membrane/envelope biogenesis	PF13609 [Gram-negative porin]	Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
