rowname	logFC	AveExpr	t	P.Value	adj.P.Val	B	z.std	Gene.name	Tax	KEGG.ID	KEGGFUN	KEGGPATH	COG.ID	COGFUN	COGPATH	PFAM	direction
56	mycoplasma_expression_v2_4_35853-37574	-1.90857103833486	6.2639081369801	-2.09688215313135	0.0615469574950627	0.251332230609323	-4.40073466326841	-1.86954551489826	TARS, thrS	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K01868	threonyl-tRNA synthetase [EC:6.1.1.3]	Genetic Information Processing; Translation; Aminoacyl-tRNA biosynthesis | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis	COG0441	Threonyl-tRNA synthetase	Translation, ribosomal structure and biogenesis	PF00587 [tRNA synthetase class II core domain (G, H, P, S and T)];PF03129 [Anticodon binding domain];PF07973 [Threonyl and Alanyl tRNA synthetase second additional domain]	ns
57	mycoplasma_expression_v2_5_29645-29902	1.35992397218613	6.97652246792154	2.11335324545878	0.0623967413357028	0.251332230609323	-4.39437206707583	1.86346593213964	ATPF0C, atpE	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02110	F-type H+-transporting ATPase subunit c	Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Photosynthesis | Brite Hierarchies; Protein families: metabolism; Photosynthesis proteins	ENOG410ZXJ4	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity)	Energy production and conversion	PF00137 [ATP synthase subunit C]	ns
58	mycoplasma_expression_v2_4_3636-3956	1.06941103385793	6.98349595752331	2.11028288703962	0.0626805001741876	0.251332230609323	-4.42650683879163	1.86145109929867	RP-L29, rpmC	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K02904	large subunit ribosomal protein L29	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0255	Ribosomal protein L29	Translation, ribosomal structure and biogenesis	PF00831 [Ribosomal L29 protein]	ns
59	mycoplasma_expression_v2_19_7548-8741	1.50721111629897	7.72017180470146	2.11176381242667	0.0628330576523307	0.251332230609323	-4.39691385657595	1.86037097909706	PGK, pgk	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes	K00927	phosphoglycerate kinase [EC:2.7.2.3]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Energy metabolism; Carbon fixation in photosynthetic organisms | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome	COG0126	3-phosphoglycerate kinase	Carbohydrate transport and metabolism	PF00162 [Phosphoglycerate kinase]	ns
60	mycoplasma_expression_v2_12_18208-19188	1.06102444061433	7.93731161563938	2.08743725973767	0.0652583664189305	0.256203749137041	-4.4339566861365	1.84348406346444	dhaK	k_Bacteria	K05878	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]	Metabolism; Lipid metabolism; Glycerolipid metabolism	COG2376	Dihydroxyacetone kinase	Carbohydrate transport and metabolism	PF02733 [Dak1 domain]	ns
61	mycoplasma_expression_v2_1_15741-17135	1.10487343916382	6.83688416616123	2.07236129107589	0.066222155497286	0.256203749137041	-4.47052181621549	1.83691695766817	gatB, PET112	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K02434	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	Genetic Information Processing; Translation; Aminoacyl-tRNA biosynthesis | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit (PET112 homolog)	Translation, ribosomal structure and biogenesis	PF02637 [GatB domain];PF02934 [GatB/GatE catalytic domain]	ns
62	mycoplasma_expression_v2_12_19193-19789	1.33488271037193	6.43835045795288	2.02203146500251	0.0719945775175529	0.270586430412322	-4.53873337144694	1.79915239461392	dhaL	k_Bacteria	K05879	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	Metabolism; Lipid metabolism; Glycerolipid metabolism	COG2376	Dihydroxyacetone kinase	Carbohydrate transport and metabolism	PF02734 [DAK2 domain]	ns
63	mycoplasma_expression_v2_27_2517-4304	1.24313748698461	7.58922158846524	2.02526512557428	0.0722328182880352	0.270586430412322	-4.53449889622336	1.79764792678301									PF07494 [Two component regulator propeller]	ns
64	mycoplasma_expression_v2_8_20775-22583	-1.44375649073901	9.99807054579052	-1.97600219836881	0.0754846456954058	0.276493015760765	-4.58415707162373	-1.77750830459281										ns
65	mycoplasma_expression_v2_7_4185-4700	0.981741401370064	11.8776918129356	1.98945817902056	0.0762848449757782	0.276493015760765	-4.60232690891821	1.77266131501675										ns
66	mycoplasma_expression_v2_13_2708-4300	1.10259822818645	7.26889890933883	1.98149244205704	0.0773243179669937	0.276493015760765	-4.58911956193813	1.76642652693375	ocd	k_Bacteria;p_Pseudomonadota	K01750	ornithine cyclodeaminase [EC:4.3.1.12]	Metabolism; Amino acid metabolism; Arginine and proline metabolism	COG2423	Predicted ornithine cyclodeaminase, mu-crystallin homolog	Amino acid transport and metabolism	PF02423 [Ornithine cyclodeaminase/mu-crystallin family]	ns
67	mycoplasma_expression_v2_6_32621-35143	0.96256224609192	6.27593756035187	1.93010740925226	0.0837713534187926	0.295075215027389	-4.69670939210826	1.72921091574046	parC	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K02621	topoisomerase IV subunit A [EC:5.99.1.-]	Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system	COG0188	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit	DNA replication, recombination and repair	PF00521 [DNA gyrase/topoisomerase IV, subunit A];PF03989 [DNA gyrase C-terminal domain, beta-propeller]	ns
68	mycoplasma_expression_v2_17_12460-13083	1.39814704046374	7.42019102778534	1.92105938851897	0.0858001753389903	0.295470379904832	-4.70331793234449	1.71798048243385	infC, MTIF3	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K02520	translation initiation factor IF-3	Brite Hierarchies; Protein families: genetic information processing; Translation factors | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG0290	Translation initiation factor 3 (IF-3)	Translation, ribosomal structure and biogenesis	PF00707 [Translation initiation factor IF-3, C-terminal domain];PF05198 [Translation initiation factor IF-3, N-terminal domain]	ns
69	mycoplasma_expression_v2_14_4455-4787	1.19634349003673	7.09534547737568	1.90799539240367	0.087124675098356	0.295470379904832	-4.72978084977609	1.71076406851299										ns
70	mycoplasma_expression_v2_11_20111-21625	1.18650444102706	7.08782751592408	1.89861191959502	0.0883183874832239	0.295470379904832	-4.71805824150482	1.70433570841094	hsdM	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Entomoplasmatales	K03427	type I restriction enzyme M protein [EC:2.1.1.72]	Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system	COG0286	Type I restriction-modification system methyltransferase subunit		PF02384 [N-6 DNA Methylase];PF12161 [HsdM N-terminal domain]	ns
71	mycoplasma_expression_v2_6_12917-14881	1.0117457102597	7.61456804250941	1.89845126247224	0.0888915125984875	0.295470379904832	-4.72676691022088	1.70127418780802		k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K02768;K02769;K02770			COG1299;COG1445;COG1762			PF00359 [Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2];PF02302 [PTS system, Lactose/Cellobiose specific IIB subunit]	ns
72	mycoplasma_expression_v2_1_55290-55679	-1.54559253041721	6.23013859590553	-1.80934683702192	0.09955664582294	0.326324561308525	-4.84456372801792	-1.64700681128975	RP-S6, MRPS6, rpsF	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K02990	small subunit ribosomal protein S6	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG0360	Ribosomal protein S6	Translation, ribosomal structure and biogenesis	PF01250 [Ribosomal protein S6]	ns
73	mycoplasma_expression_v2_16_4455-6290	1.20388040796161	7.63310249228496	1.79953498926254	0.10406740748282	0.336437098163638	-4.88341172137379	1.62544672160009	tktA, tktB	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K00615	transketolase [EC:2.2.1.1]	Metabolism; Carbohydrate metabolism; Pentose phosphate pathway | Metabolism; Energy metabolism; Carbon fixation in photosynthetic organisms | Metabolism; Metabolism of terpenoids and polyketides; Biosynthesis of ansamycins	COG0021	Transketolase	Carbohydrate transport and metabolism	PF00456 [Transketolase, thiamine diphosphate binding domain];PF02779 [Transketolase, pyrimidine binding domain]	ns
74	mycoplasma_expression_v2_1_23329-24993	1.07052196498526	9.72268709579935	1.78716986891783	0.106790151138781	0.340573995523679	-4.9222728401972	1.61278994605732		k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02768;K02769;K02770			COG1299;COG1445;COG1762			PF02302 [PTS system, Lactose/Cellobiose specific IIB subunit];PF02378 [Phosphotransferase system, EIIC ]	ns
75	mycoplasma_expression_v2_13_9504-10487	-1.07084500256725	5.97384497646641	-1.75494781455435	0.109017269362028	0.343041007592515	-4.9410969330126	-1.60262591219386	hrcA	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K03705	heat-inducible transcriptional repressor	Brite Hierarchies; Protein families: genetic information processing; Transcription factors	COG1420	Transcriptional regulator of heat shock gene	Transcription	PF01628 [HrcA protein C terminal domain]	ns
76	mycoplasma_expression_v2_29_1915-3408	0.901856440830041	6.94643581998559	1.7586715205135	0.110894686005161	0.344357182858133	-4.95442967063531	1.59418463895767	ATPF1A, atpA	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K02111	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]	Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Photosynthesis | Brite Hierarchies; Protein families: metabolism; Photosynthesis proteins	COG0056	F0F1-type ATP synthase, alpha subunit	Energy production and conversion	PF00006 [ATP synthase alpha/beta family, nucleotide-binding domain]	ns
77	mycoplasma_expression_v2_24_2-478	1.22450945932204	6.80856253043562	1.67640703906164	0.12611519713489	0.382929733787745	-5.05321634471287	1.52960231077636										ns
78	mycoplasma_expression_v2_6_4555-6465	0.935266163536966	9.64250346176136	1.68098364284342	0.126561522184085	0.382929733787745	-5.07129441926999	1.52780273835321		k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K02798;K02799;K02800			COG2213;COG4668			PF00359 [Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2];PF02302 [PTS system, Lactose/Cellobiose specific IIB subunit];PF02378 [Phosphotransferase system, EIIC ]	ns
79	mycoplasma_expression_v2_6_24845-25525	1.04788023415617	6.75522309558812	1.64594230003145	0.132079360283023	0.393466982777912	-5.09597173927499	1.50595252933908	RP-L1, MRPL1, rplA	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02863	large subunit ribosomal protein L1	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0081	Ribosomal protein L1	Translation, ribosomal structure and biogenesis	PF00687 [Ribosomal protein L1p/L10e family]	ns
80	mycoplasma_expression_v2_3_17160-17828	-1.31010802419544	5.94691563683587	-1.62949805056353	0.133378638229801	0.393466982777912	-5.11299749688409	-1.50091078522561	rsmI	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K07056	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis	COG0313	Predicted methyltransferases	General function prediction only	PF00590 [Tetrapyrrole (Corrin/Porphyrin) Methylases]	ns
81	mycoplasma_expression_v2_1_58476-58913	-1.52589771196652	5.4825300178584	-1.61498239739455	0.136387887430512	0.394275627155392	-5.1300282117281	-1.48937788991774	RP-L9, MRPL9, rplI	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K02939	large subunit ribosomal protein L9	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0359	Ribosomal protein L9	Translation, ribosomal structure and biogenesis	PF01281 [Ribosomal protein L9, N-terminal domain];PF03948 [Ribosomal protein L9, C-terminal domain]	ns
82	mycoplasma_expression_v2_8_13857-14843	1.2238291292274	6.36676505219978	1.62253356186759	0.136994073842128	0.394275627155392	-5.12709346113818	1.48707852042889	pncB, NAPRT1	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota	K00763	nicotinate phosphoribosyltransferase [EC:6.3.4.21]	Metabolism; Metabolism of cofactors and vitamins; Nicotinate and nicotinamide metabolism	COG1488	Nicotinic acid phosphoribosyltransferase	Coenzyme metabolism		ns
83	mycoplasma_expression_v2_12_3409-4218	-1.21051823146569	6.32448024306889	-1.60324991024702	0.139200343781992	0.395798567862051	-5.14579514500914	-1.47877543323158										ns
84	mycoplasma_expression_v2_5_29904-30440	1.02854828355866	6.27501126821897	1.57755308951061	0.146719416416589	0.408778746938262	-5.1892015420678	1.45121710112378	ATPF0B, atpF	k_Bacteria	K02109	F-type H+-transporting ATPase subunit b	Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Photosynthesis | Brite Hierarchies; Protein families: metabolism; Photosynthesis proteins	COG0711	F0F1-type ATP synthase, subunit b	Energy production and conversion	PF00430 [ATP synthase B/B' CF(0)]	ns
85	mycoplasma_expression_v2_3_30009-32123	-1.28652218235849	5.70159837401931	-1.56763273750178	0.147229633431154	0.408778746938262	-5.19724277970545	-1.4493866547775	dnaX	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota	K02343	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	Genetic Information Processing; Replication and repair; DNA replication | Genetic Information Processing; Replication and repair; Mismatch repair | Genetic Information Processing; Replication and repair; Homologous recombination | Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG2812	DNA polymerase III, gamma/tau subunits	DNA replication, recombination and repair	PF00004 [ATPase family associated with various cellular activities (AAA)];PF13177 [DNA polymerase III, delta subunit]	ns
86	mycoplasma_expression_v2_4_6495-6953	0.864032175624264	7.16732463568426	1.55984123084897	0.151340567354686	0.411875466615112	-5.22028284171226	1.43481238622797	RP-L23, MRPL23, rplW	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K02892	large subunit ribosomal protein L23	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0089	Ribosomal protein L23	Translation, ribosomal structure and biogenesis	PF00276 [Ribosomal protein L23]	ns
87	mycoplasma_expression_v2_13_11183-12976	-0.922846264329373	10.1614817442968	-1.54919535315498	0.151835447438622	0.411875466615112	-5.22218428419406	-1.43307835119778	dnaK, HSPA9	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K04043	molecular chaperone DnaK	Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Organismal Systems; Aging; Longevity regulating pathway - worm | Human Diseases; Infectious diseases: Bacterial; Tuberculosis | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome	COG0443	Molecular chaperone	Posttranslational modification, protein turnover, chaperones	PF00012 [Hsp70 protein];PF06723 [MreB/Mbl protein]	ns
88	mycoplasma_expression_v2_15_15642-16514	0.764555446648892	6.17708712423565	1.54363299839688	0.154796502395344	0.415136074605696	-5.24262717497439	1.42279185781752	era, ERAL1	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K03595	GTPase	Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG1159	GTPase	General function prediction only	PF01926 [50S ribosome-binding GTPase];PF07650 [KH domain]	ns
89	mycoplasma_expression_v2_2_26566-27012	1.0831435428701	7.07951842367635	1.5358640161335	0.157387103815324	0.417341084274341	-5.2576443725423	1.41391417369331	PTS-Ula-EIIA, ulaC, sgaA	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota	K02821	PTS system, ascorbate-specific IIA component [EC:2.7.1.194]	Metabolism; Carbohydrate metabolism; Ascorbate and aldarate metabolism | Environmental Information Processing; Membrane transport; Phosphotransferase system (PTS) | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	ENOG4111Q8R	pts system	Carbohydrate transport and metabolism	PF00359 [Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2]	ns
90	mycoplasma_expression_v2_8_22737-24863	-0.96798363924633	6.36769134433267	-1.5141024476432	0.160703093295643	0.420020006196635	-5.27341644823531	-1.40271080722954										ns
91	mycoplasma_expression_v2_39_1264-1452	-0.768207635864763	19.6630316720165	-1.50675780571017	0.16195686679616	0.420020006196635	-5.28203351491285	-1.39852034748957	ND1	k_Eukaryota;n_Opisthokonta;n_Metazoa;n_Eumetazoa;p_Cnidaria;c_Anthozoa;n_Octocorallia;o_Malacalcyonacea	K03878	NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2]	Metabolism; Energy metabolism; Oxidative phosphorylation | Organismal Systems; Nervous system; Retrograde endocannabinoid signaling | Organismal Systems; Environmental adaptation; Thermogenesis | Human Diseases; Neurodegenerative diseases; Parkinson disease | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG1005	NADH:ubiquinone oxidoreductase subunit 1 (chain H)	Energy production and conversion	PF00146 [NADH dehydrogenase]	ns
92	mycoplasma_expression_v2_6_23855-24769	-1.32413054843368	6.76252944180709	-1.48989835560811	0.166195946951713	0.42632873348483	-5.30160834708847	-1.38453092071419										ns
93	mycoplasma_expression_v2_9_14296-14667	0.718249818528984	9.24718518412713	1.48361594989071	0.17046794330476	0.4325853184938	-5.32515854961537	1.3707017685068		k_Bacteria								ns
94	mycoplasma_expression_v2_4_974-1513	0.904593447768407	7.72497894348729	1.44565037632179	0.180443052772996	0.453027238876883	-5.37705142440613	1.33939212181131	RP-L6, MRPL6, rplF	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota	K02933	large subunit ribosomal protein L6	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0097	Ribosomal protein L6P/L9E	Translation, ribosomal structure and biogenesis	PF00347 [Ribosomal protein L6]	ns
95	mycoplasma_expression_v2_1_2-2611	0.850059278624936	8.20060288695646	1.43620158701128	0.183011499023131	0.454639092310094	-5.38605469553333	1.33153967587584										ns
96	mycoplasma_expression_v2_35_380-2041	0.688443046987495	9.7958630651033	1.4298490123394	0.185256410102059	0.454806703939448	-5.40481108169562	1.32474298748263										ns
97	mycoplasma_expression_v2_4_3956-4372	0.947077786699815	8.54101894333296	1.42245020459995	0.186933263907315	0.454806703939448	-5.40729197298379	1.31970579673277	RP-L16, MRPL16, rplP	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02878	large subunit ribosomal protein L16	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0197	Ribosomal protein L16/L10E	Translation, ribosomal structure and biogenesis	PF00252 [Ribosomal protein L16p/L10e]	ns
98	mycoplasma_expression_v2_6_25526-26122	0.89866592381133	6.69698891553192	1.35865102346131	0.205846491900173	0.49571196008613	-5.48692394766792	1.265069285846	RP-L11, MRPL11, rplK	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02867	large subunit ribosomal protein L11	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0080	Ribosomal protein L11	Translation, ribosomal structure and biogenesis	PF00298 [Ribosomal protein L11, RNA binding domain];PF03946 [Ribosomal protein L11, N-terminal domain]	ns
99	mycoplasma_expression_v2_10_21496-22698	1.00816245297191	8.96521826423828	1.35082997723289	0.2085834698392	0.497229281636881	-5.50281134877809	1.25747007123089										ns
100	mycoplasma_expression_v2_5_33361-34755	-0.638291837795836	15.0227192379368	-1.32283493653664	0.214721133974599	0.500399913491851	-5.5139650444177	-1.24068771591412	ATPF1B, atpD	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota	K02112	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Photosynthesis | Brite Hierarchies; Protein families: metabolism; Photosynthesis proteins	COG0055	F0F1-type ATP synthase, beta subunit	Energy production and conversion	PF00006 [ATP synthase alpha/beta family, nucleotide-binding domain];PF02874 [ATP synthase alpha/beta family, beta-barrel domain]	ns
101	mycoplasma_expression_v2_5_1074-2408	1.09599770657426	6.35950086847225	1.32404195507721	0.216019300951418	0.500399913491851	-5.5244587525389	1.23718259684449	SRP54, ffh	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K03106	signal recognition particle subunit SRP54 [EC:3.6.5.4]	Genetic Information Processing; Folding, sorting and degradation; Protein export | Environmental Information Processing; Membrane transport; Bacterial secretion system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system	COG0541	Signal recognition particle GTPase		PF00448 [SRP54-type protein, GTPase domain];PF02881 [SRP54-type protein, helical bundle domain];PF02978 [Signal peptide binding domain]	ns
102	mycoplasma_expression_v2_6_7584-7808	0.890352799173194	6.21507522962218	1.32227349776831	0.216274538882071	0.500399913491851	-5.51881979304741	1.23649522681707										ns
103	mycoplasma_expression_v2_20_1340-3247	-0.870967912002806	7.54223020568535	-1.30359564741569	0.221014746857708	0.506402720955524	-5.53801775760381	-1.22383428761337	gyrB	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02470	DNA gyrase subunit B [EC:5.99.1.3]	Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0187	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), B subunit	DNA replication, recombination and repair	PF00204 [DNA gyrase B];PF00986 [DNA gyrase B subunit, carboxyl terminus];PF01751 [Toprim domain];PF02518 [Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase]	ns
104	mycoplasma_expression_v2_7_25643-26776	-0.945436086456282	6.62280110494858	-1.28727740215418	0.226342353659179	0.510106131714506	-5.55564497995119	-1.20983463366121	K07497	k_Bacteria	K07497	putative transposase	Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair	COG2801	Transposase and inactivated derivatives	DNA replication, recombination and repair	PF00665 [Integrase core domain];PF13610 [DDE domain]	ns
105	mycoplasma_expression_v2_2_65102-65743	-1.0225670483816	5.26236663174143	-1.28478979261943	0.226953999279759	0.510106131714506	-5.56108116613171	-1.20824249813193										ns
106	mycoplasma_expression_v2_13_5885-8410	-0.8135697944719	6.93782015561061	-1.26730938987575	0.233212157626131	0.519227067922329	-5.58196946723456	-1.19212519910618										ns
107	mycoplasma_expression_v2_13_17711-18463	-1.42826032790163	6.5795374799729	-1.25151166165797	0.238441574356212	0.523689309971845	-5.60032125656531	-1.17889101905961										ns
108	mycoplasma_expression_v2_4_16023-18326	-1.205843667073	7.83315832119087	-1.24402208982423	0.240992871527094	0.523689309971845	-5.60937658128052	-1.17250872424026	lon	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K01338	ATP-dependent Lon protease [EC:3.4.21.53]	Cellular Processes; Cell growth and death; Cell cycle - Caulobacter | Brite Hierarchies; Protein families: metabolism; Peptidases	COG0466	ATP-dependent Lon protease, bacterial type	Posttranslational modification, protein turnover, chaperones	PF00004 [ATPase family associated with various cellular activities (AAA)];PF02190 [ATP-dependent protease La (LON) substrate-binding domain ];PF05362 [Lon protease (S16) C-terminal proteolytic domain]	ns
109	mycoplasma_expression_v2_4_34484-35719	-0.637525515920632	10.0554513402508	-1.24413099067707	0.241873452486996	0.523689309971845	-5.60775505067263	-1.17031692697898	bmpA, bmpB, tmpC		K07335	basic membrane protein A and related proteins	Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Cell motility	COG1744	Uncharacterized ABC-type transport system, periplasmic component/surface lipoprotein	General function prediction only	PF02608 [ABC transporter substrate-binding protein PnrA-like]	ns
110	mycoplasma_expression_v2_26_1507-2646	0.79542260394749	7.83762494765227	1.23882523679251	0.244769885767918	0.525142664011169	-5.6256924825118	1.16314695057117	metK	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	Metabolism; Amino acid metabolism; Cysteine and methionine metabolism	COG0192	S-adenosylmethionine synthetase	Coenzyme metabolism	PF00438 [S-adenosylmethionine synthetase, N-terminal domain];PF02772 [S-adenosylmethionine synthetase, central domain];PF02773 [S-adenosylmethionine synthetase, C-terminal domain]	ns
111	mycoplasma_expression_v2_4_4372-5025	0.802947159079298	7.89992768170426	1.2251308365403	0.250093363505792	0.531730034120422	-5.64713565095599	1.15012263825767	RP-S3, rpsC	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02982	small subunit ribosomal protein S3	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0092	Ribosomal protein S3	Translation, ribosomal structure and biogenesis	PF00189 [Ribosomal protein S3, C-terminal domain]	ns
